id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
151,Aminol™ AirTec  68,Aminol™ AirTec  68 is a high-performance lube oil specially engineered to meet the stringent requirements of major compressor manufacturers . It has been blended from carefully selected base oils and a well-balanced additive package to ensure excellent corrosion protection and ageing resistance as well as a low tendency to form carbon residues and deposits.,AL/CF-0003,aminoltm-airtec-68,Not available,Not available,Not available,Not available,"DIN 51506 VDL (VB, VC)
ISO 6743/3A  (L-DAA)",Not available,,,2025-05-24 08:25:00.795+00,,12,,"","Reciprocating compressors transmitting air, inert (non-corrosive) and hydrocarbon gases
Reciprocating compressors up to 160 °C compression discharge temperature
Oil lubricated sliding and rolling bearings","Remarkable anti-wear performance 
Better low-temperature fluidity
Resistant to aging over time
Decreased deposits in discharge lines
Improved water-separating properties"
155,Aminol™ AirTec 320,Aminol™ AirTec  320 is a high-performance lube oil specially engineered to meet the stringent requirements of major compressor manufacturers . It has been blended from carefully selected base oils and a well-balanced additive package to ensure excellent corrosion protection and ageing resistance as well as a low tendency to form carbon residues and deposits.,AL/CF-0007,aminoltm-airtec-320,Not available,Not available,Not available,Not available,"DIN 51506 VDL (VB, VC)
ISO 6743/3A  (L-DAA)",Not available,,,2025-05-24 08:25:00.829+00,,12,,"","Reciprocating compressors transmitting air, inert (non-corrosive) and hydrocarbon gases
Reciprocating compressors up to 160 °C compression discharge temperature
Oil lubricated sliding and rolling bearings","Remarkable anti-wear performance 
Better low-temperature fluidity
Resistant to aging over time
Decreased deposits in discharge lines
Improved water-separating properties"
157,Aminol™ AirTec VDL 68,"Aminol™ AirTec VDL 68 is an advanced low-friction compressor oil that combines highly refined conventional base stocks with cutting-edge additive technology. It is specially designed to deliver extraordinary lubrication for centrifugal, piston, rotary screw and sliding vane compressors.",AL/CF-0009,aminoltm-airtec-vdl-68,Not available,Not available,Not available,Not available,"DIN 51506 VDL
ISO 6743/3A  (L-DAB, L-DAC, L-DAH, L-DAG)",Not available,,,2025-05-24 08:25:00.845+00,,12,,"","Reciprocating air compressor crankcases and cylinders
Rotary screw compressors
Rotary vane compressors
Axial and centrifugal compressors
Compressor systems with critical gears and bearings
Compressors used in stationary and mobile applications","Superior thermal and oxidation stability 
Excellent varnish and sludge control 
High load carrying capability 
Enhanced resistance to rusting and corrosion
Outstanding anti-wear, demulsibility and anti-foam properties
Exceptional water separability"
9,Aminol™ Hydraulic 46,"Aminol™ Hydraulic 46 is a high-quality mineral oil-based hydraulic fluid enriched with additives to improve aging stability and guard against corrosion. With anti-foaming properties, it offers protection against wear and rust while demonstrating excellent filterability.",AL/HF-0002,aminoltm-hydraulic-46,Not available,Not available,Not available,Not available,"DIN 51524-1 (HL)
DIN 51517-2 (CL)
ISO 11158 HL
ISO-L-HL",Not available,,,2025-05-24 08:24:59.568+00,,13,,"","Low- and medium-duty hydraulic systems where antiwear performance is not required.
Circulation systems.
Low-duty equipment.","Good thermal and oxidation stability
Stable lubricating film between friction surfaces
Extended oil change intervals and equipment lifetime
Rapid air release, coupled with low foaming
Effective corrosion protection"
75,Aminol™ Gear Oil CLP 100,"Aminol™ Gear Oil CLP 100 is a premium quality industrial gear oil with outstanding extreme pressure characteristics, made of carefully selected base stocks and the latest sulfur phosphorus additives. Its special active substance combination offers excellent load carrying capacity and micro-pitting performance providing long component life even under shock loading conditions.",AL/GO-0003,aminoltm-gear-oil-clp-100,Not available,Not available,Not available,Not available,"AIST 224
David Brown S1.53.101(E)
AGMA 9005-E02
DIN51517-3 (CLP)
ISO 12925-1 Type CKC",Not available,,,2025-05-24 08:25:00.129+00,,19,6,"","Aminol™ Gear Oil CLP 100 is recommended for industrial applications operating under heavy duty conditions such as heavy loading, slow speed, shock loads and in wide extremes of temperature. This includes, but is not limited to, enclosed industrial spur, bevel, herringbone, helical and epicyclic gears, chain drives, sprockets and most metal-on-metal systems requiring extreme-pressure lubricant.","Outstanding wear protection 
Exceptional sludge and deposit control
Low tendency to foam
Excellent anti-corrosion properties
High pressure-absorption capability
Extended equipment life
Better compatibility with seal materials"
59,Aminol™ Circulating Oil 150 RM,"Aminol™ Circulating Oil 150 RM is a high-performance lubricant engineered to offer exceptional protection in demanding industrial bearing and circulating applications, notably in challenging environments like 'No-Twist' Rod Mill Systems. It's formulated with high-quality base stocks and specially chosen additives to provide outstanding antiwear and antioxidant properties",AL/CO-0011,aminoltm-circulating-oil-150-rm,Not available,Not available,Not available,Not available,"Danieli 0.000.001 Type 21
Morgan No-Twist Mill (Spec MMC40003)
DIN 51524 Part 1 & 2
ISO 11158 HL & HM
Schuler Pressen DT 55055 01.2014",Not available,,,2025-05-24 08:25:00.041+00,,14,,"","No Twist Rod Mills
General industrial bearing and circulating systems
Enclosed industrial gear systems","Excellent protection for lubricated components
Ensures a robust lubricating film
Maximizes efficiency of the water removal system
Minimizes the risk of unscheduled maintenance
Extends the life of the oil charge, prolonging re-lubrication intervals"
136,Aminol™ Advance AC4 20W-50 CF-4/SG,"Aminol™ Advance AC4 20W-50 CF-4/SG is a high performance, heavy duty engine oil that provides proven protection to naturally aspirated and turbo charged diesel engines operating under a wide variety of service conditions. It has been designed to meet the requirements of API CF-4, CF and SG performance categories.",AL/EO-0068,aminoltm-advance-ac4-20w-50-cf-4sg,CF-4/SG,Not available,Not available,Not available,Not available,"ACEA E2
MAN M270
MB 228.1
MTU Type 1
Caterpillar TO-2
Allison C-4",,,2025-05-24 08:25:00.663+00,,1,12,"","Wide range of turbocharged and non-turbocharged diesel engines requiring API CF-4, CF as well as SG performances, and meeting Euro 2 emission standard 
On-highway heavy-duty trucks, buses including mixed fleets with gasoline engines
Off-highway applications including agriculture, mining, construction, quarrying vehicles","Improved protection against corrosion, and deposits
Exceptional engine cleanliness and reduced sludge formation
Excellent viscosity control and engine protection in high-temperature operations
Superior cold-start performance and wear protection during low-temperature operations
Outstanding piston and ring seal protection
Compatible with most engine seals and gaskets"
8,Aminol™ Hydraulic 32,"Aminol™ Hydraulic 32 is a high-quality mineral oil-based hydraulic fluid enriched with additives to improve aging stability and guard against corrosion. With anti-foaming properties, it offers protection against wear and rust while demonstrating excellent filterability.",AL/HF-0001,aminoltm-hydraulic-32,Not available,Not available,Not available,Not available,"DIN 51524-1 (HL)
DIN 51517-2 (CL)
ISO 11158 HL
ISO-L-HL",Not available,,,2025-05-24 08:24:59.558+00,,13,,"","Low- and medium-duty hydraulic systems where antiwear performance is not required.
Circulation systems.
Low-duty equipment.","Good thermal and oxidation stability
Stable lubricating film between friction surfaces
Extended oil change intervals and equipment lifetime
Rapid air release, coupled with low foaming
Effective corrosion protection"
32,Aminol™ Hydraulic HVLP 68,"Aminol™ HVLP 68 is a high-performance anti-wear hydraulic oil derived from premium quality raffinates. Engineered to deliver exceptional protection and performance, it excels in various applications, including most mobile equipment, operating efficiently across a wide range of ambient temperatures.",AL/HF-0025,aminoltm-hydraulic-hvlp-68,Not available,Not available,Not available,Not available,"DIN 51524-3 (HV); ISO 11158 (HV); Bosch Rexroth RDE 90235; Denison HF-0/HF-1/HF-2; Eaton E-FDGN-TB002-E; Fives Cincinnati P69; GB 11118.1-2011 (L-HV); ASTM D6158 (HV); GM LS 2; AIST 126, 127; SAE MS 1004, SEB 181222",Not available,,,2025-05-24 08:24:59.782+00,,13,,"","Industrial and mobile equipment hydraulic systems operating at high pressures and temperatures in critical applications
Systems where cold start-up and high operating temperatures are typical
Systems requiring a high degree of load-carrying capability and anti-wear protection
Machines employing a wide range of components using various metallurgy","Exceptional thermal and oxidation stability
Superior wear resistance
Enhanced corrosion protection
Excellent anti-foam properties
Ultra clean performance"
108,Aminol™ Transmission EP 140 GL-5,"Aminol Transmission EP 140 GL-5 is a high-performance monograde gear oil delivering maximized operational efficiency and enhanced component longevity for contemporary gear systems and transmissions necessitating adherence to API GL-5 performance level.  Its formulation is derived from carefully selected base stocks and precisely balanced extreme pressure additives, serving to furnish robust protection to gear components against wear and scoring.",AL/TF-0027,aminoltm-transmission-ep-140-gl-5,GL-5,Not available,Not available,Not available,MIL-L 2105 D,Not available,,,2025-05-24 08:25:00.405+00,,7,32,"","Aminol™ Transmission EP 140 GL-5 can be used in spiral bevel and hypoid differentials, power dividers, and oil-lubricated steering axle wheel bearings where API GL-5 oils are recommended.","Impressive load-bearing capacity
Displays extreme pressure (EP) characteristics
Exhibits exceptional resistance to aging
Demonstrates excellent anti-rust and anti-foam properties
Contributes to noise reduction
Possesses commendable anti-wear properties"
159,Aminol™ AirTec VDL 150,"Aminol™ AirTec VDL 150 is an advanced low-friction compressor oil that combines highly refined conventional base stocks with cutting-edge additive technology. It is specially designed to deliver extraordinary lubrication for centrifugal, piston, rotary screw and sliding vane compressors.",AL/CF-0011,aminoltm-airtec-vdl-150,Not available,Not available,Not available,Not available,"DIN 51506 VDL
ISO 6743/3A  (L-DAB, L-DAC, L-DAH, L-DAG)",Not available,,,2025-05-24 08:25:00.865+00,,12,,"","Reciprocating air compressor crankcases and cylinders
Rotary screw compressors
Rotary vane compressors
Axial and centrifugal compressors
Compressor systems with critical gears and bearings
Compressors used in stationary and mobile applications","Superior thermal and oxidation stability 
Excellent varnish and sludge control 
High load carrying capability 
Enhanced resistance to rusting and corrosion
Outstanding anti-wear, demulsibility and anti-foam properties
Exceptional water separability"
174,Aminol™ AgriMaster STOU 15W-40,"Aminol™ AgriMaster STOU 15W-40, designed for agricultural machinery, is a multifunctional lubricating oil formulated with top-grade solvent-refined base oils and a unique additive system. Ensuring long-term reliability and an extended operational life, it has universal application in engines, transmissions, hydraulic systems, fluid flywheels, and wet brakes.",AL/TO-0004,aminoltm-agrimaster-stou-15w-40,CF-4/CG-4/SF/GL-4,Not available,E3,Not available,"ZF TE-ML 06B/6C/6R/07B, MF M1135/M1139/1143/M1144/M1145, Allison C4, Caterpillar TO-2, JD J20C/J20D/J27, NH 030C/024C/410B/420A, NH 82009201/2/3, CNH MAT 3525/3526, Case MS 1204/6/7/9, Ford M2C159B/C, Ford M2C86B/C, Ford M2C134D, MB 227.1, Danfoss, Eaton M2950S/1-286-S",Not available,,,2025-05-24 08:25:01.009+00,,4,15,"","Aminol™ AgriMaster STOU 15W-40 is recommended for use in modern tractors and agricultural machinery equipped with or without turbocharged diesel engines. It is also universally applicable for the transmission, power take-off, final drive, hydraulic system, and oil-immersed wet brakes.","Excellent thermal- and oxidation stability
Superior dispersancy and detergency
Exceptional cold start properties
Improved protection against wear, corrosion and foam
Outstanding oil film strength
High pressure-absorption capability"
45,Aminol™ Hydraulic  WR HLP 68,"Aminol™ Hydraulic  WR HLP 68 is a premium-grade hydraulic oil blended with highly refined base oils and an advanced additive package. Its formulation exhibits enhanced features, including superior antioxidant, anti-corrosive, anti-wear, anti-foam, and viscosity properties.",AL/HF-0039,aminoltm-hydraulic-wr-hlp-68,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLP), Sulzer, KraussMaffei",Not available,,,2025-05-24 08:24:59.903+00,,13,,"","Aminol™ Hydraulic  WR HLP 68 is recommended for application in the hydraulic systems of industrial equipment that operate under rigorous mechanical and thermal demands. It is particularly well-suited for deployment in conditions of severe waterlogging, ensuring optimal performance and reliability","Minimizes equipment wear.
Extends service life.
Exhibits excellent anti-foam properties.
Improves air separation.
Well-suited for use in heavily watered systems."
27,Aminol™ Hydraulic HLP 100 Zinc Free,"Aminol™ Hydraulic HLP 100 Zinc Free is a high-performance zinc-free ashless hydraulic oil designed for top-notch performance in hydraulic systems, power transmission, and general machine lubrication, especially under moderate to severe conditions. It features a formulation with high-quality mineral base stocks and a special additive technology, effectively preventing corrosion, wear, aging, and friction.",AL/HF-0020,aminoltm-hydraulic-hlp-100-zinc-free,Not available,Not available,Not available,Not available,"DIN 51524-2
ISO 11158 (HM)
ASTM D6158 (HM)
SAE MS 1004
ISO 20763",Not available,,,2025-05-24 08:24:59.74+00,,13,,"","Manufacturing and industrial hydraulic systems
Severe-duty hydraulic service
Marine and mobile hydraulic systems
High-pressure vane, piston, and gear pumps operating at elevated temperatures
Systems employing multi-metal designs in system components","Excellent anti-oxidation and anticorrosion properties.
High thermal-oxidative stability.
Outstanding seal compatibility.
Superior antiwear characteristics.
Great air separation ability.
Extended oil drain intervals."
41,Aminol™ Hydraulic HLPD 68,"Aminol™ Hydraulic HLPD 68 is a premium-quality hydraulic fluid with pronounced detergent and dispersing properties. It ensures consistently high performance and ultimate cleanliness in industrial and mobile hydraulic systems, even under heavy load conditions and in environments affected by water and dust.",AL/HF-0035,aminoltm-hydraulic-hlpd-68,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLPD)
ISO 6743/4 (HM)
MAN N 698
Daimler DBL 6721",Not available,,,2025-05-24 08:24:59.866+00,,13,,"","Aminol™ Hydraulic HLPD 68 is suitable for a broad spectrum of industrial and manufacturing applications that demand a high level of dispersancy, especially in instances of water ingress or contamination. It is particularly recommended for use in the hydraulic systems of machine tools, where there is a risk of water-mixed cutting fluids entering the hydraulic system.","Outstanding water emulsifying ability
Superior anti-wear properties
Remarkable resistance to oxidation and thermal degradation
Exceptional foam control and rapid air release properties
Effective corrosion protection
Excellent cleaning properties"
52,Aminol™ Circulating Oil 100 AW,"Aminol™ Circulating Oil 100 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0004,aminoltm-circulating-oil-100-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:24:59.971+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
70,Aminol™ Paper Machine Oil 150,"Aminol™ Paper Machine Oil 150 is a high-performance paper machine circulating oil, utilizing ashless additive technology. It is engineered to deliver excellent lubrication performance while safeguarding equipment components from rust and corrosion.",AL/CO-0022,aminoltm-paper-machine-oil-150,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLP)
DIN 51517-3 (CLP)
Voith VN 108
SKF
Metso
Anderitz
Beloit",Not available,,,2025-05-24 08:25:00.098+00,,14,,"","Circulating oil systems for paper machines
Suction box pumps, vacuum and white water pumps, agitators, reduction gears, and gear head motors
Oil circulation systems for pulp grinders and pulp refiners
Gear drive units and pumps in industrial applications
Plain and antifriction bearings operating at elevated temperatures","Excellent oxidation resistance and thermal stability
High load-carrying capability
Outstanding demulsibility
Improved rust and corrosion protection
Exceptional filterability"
249,Aminol™ Quench Oil 100,"Aminol™ Quenching Oil 100 is a high-quality quenching fluid designed for the heat treatment of ferrous metals across various quenching processes. Crafted to facilitate deep and uniform hardening, it minimizes distortion and cracking, ensuring a smooth surface finish.",AL/QO-0004,aminoltm-quench-oil-100,Not available,Not available,Not available,Not available,"ISO 6743-14 L-UHA
ISO 6743-14 L-UHB",Not available,,,2025-05-24 08:25:01.685+00,,17,,"","Aminol™ Quenching Oil 100 is recommended for the conventional and fast quenching of ferrous metals, such as carbon steel, gray iron, and alloy steel.","Controlled cooling rate to minimize cracking and distortion
Achieves a good surface finish
Demonstrates excellent oxidation resistance and thermal stability
Low volatility reduces oil loss through vaporization"
103,Aminol™ Transmission TN8 75W-140 GL-5,"Aminol™ Transmission TN8 75W-140 GL-5 is a versatile gear oil engineered to meet demanding performance standards, including API GL-5 specifications. Tailored explicitly for robust drivetrains, it caters to gear lubrication needs requiring high viscosity and exceptional load-bearing capacity, ideal for environments with extreme pressures and shock loading.",AL/TF-0022,aminoltm-transmission-tn8-75w-140-gl-5,GL-5,Not available,Not available,Not available,"MIL-L 2105 D 
MAN 342  M2
ZF TE-ML 05A/07A/12E/16B/16C/16D/17B/19B/21A",Not available,,,2025-05-24 08:25:00.36+00,,7,28,"","Heavy duty manual transmissions, axles and final drives requiring API GL-5 performance
On highway light and heavy duty trucks, busses and vans
Off highway industries including: construction, mining, quarrying, and agriculture
Other heavy duty industrial gear drives including hypoid and worm gears operating under conditions where high speed/shock load, high speed/low torque, and/or low speed/high torque conditions prevail","Exceptional thermal and oxidation stability
Extended gear and bearing life
Outstanding protection against wear in various speeds and torques
Increased load-carrying capability
Retention of viscosity and film strength under severe conditions
Exceptional low-temperature fluidity compared to mineral oils
Reduced wear and easy start-up
Good resistance to foaming"
128,Aminol™ Premium PMD2 10W-40 CI-4/SL,"Aminol™ Premium PMD2 10W-40 CI-4/SL is an extra high-performance heavy-duty diesel engine oil designed to provide long engine life and extended drain capability for today’s diesel engines operating in severe applications. Its advanced chemistry delivers outstanding performance in both modern, demanding low-emission diesel engines and older diesel engines operating on low or high sulfur fuel.",AL/EO-0060,aminoltm-premium-pmd2-10w-40-ci-4sl,CI-4/SL,Not available,E7,DH-1,"Global DHD-1; MB 228.3; MTU Type 2; Volvo VDS 3; Mack EO-N; Renault RLD-2; Cummins CES 20078; DDC 93K215; Deutz DQC III-18; MAN 3275-1, CAT ECF 1a",Not available,,,2025-05-24 08:25:00.611+00,,1,8,"","Aminol™ Premium PMD2 10W-40 CI-4/SL is recommended for use in modern four-stroke diesel engines of heavy duties under severe conditions, including vehicles equipped with EGR and SCR NOx reduction systems (not suitable for Diesel Particulate Filters). It fulfills the requirements of the EU Euro I/II/III/IV/V emission standards.","Extended service intervals and long-drain oil refreshment periods
High thermal and oxidation stability
Low volatility, excellent wear and bore polish control
Easy cold start-up 
Advanced detergent/dispersant properties
Outstanding engine cleanliness"
185,Aminol™ Special Generation SLG1 0W-20 SP/GF-6A,"Aminol™ Special Generation SLG1 0W-20 SP/GF-6A is a modern, high-quality, fuel-efficient engine oil designed particularly for year-round application in Asian and American vehicles. The utilization of unconventional base oils employing synthesis technology, along with state-of-the-art additives, yields an engine oil that offers wear protection, decreased oil and fuel consumption, engine cleanliness, and rapid oil distribution throughout the engine.",AL/EO-0001,aminoltm-special-generation-slg1-0w-20-spgf-6a,SP,GF-6A,Not available,Not available,"GM dexos1 Gen 3
Chrysler MS-6395  
Ford WSS-M2C 962-A1
Ford WSS-M2C 947-B1","ACEA C2, API CF, BMW Longlife-01 FE (up to 2018), Fiat 9.55535-S1, VW 500.00, VW 501.01, VW 502.00, VW 503.00, VW 503.01, VW 505.00, 
VW 505.01, VW 506.00, 
VW 506.01 (with the exception of R5 and V10 TDI engines before 6/2006)",,,2025-05-24 08:25:01.12+00,,1,2,"","Aminol™ Special Generation SLG1 0W-20 SP/GF-6A is recommended for SAE 0W-20 applications in all types of modern gasoline-powered vehicles, including high-performance turbocharged, supercharged, multi-valve fuel-injected engines found in passenger cars, SUVs, light vans, and light trucks. It is particularly well-suited for use in the latest downsized engines equipped with Stop & Start technologies and hybrid engines that require very fluid synthetic engine oils.","Outstanding wear protection
Exceptional performance in low-temperature conditions
Extraordinary resistance to oxidation
Excellent frictional characteristics
Minimal evaporation loss
Reduction in lubricant-associated exhaust emissions"
106,Aminol™ Transmission 140 GL-1,"Aminol Transmission 140 GL-1 is a mineral-based gear oil with rust and oxidation inhibiting properties. Manufactured from highly refined base stocks and chosen performance additives, it has been tailored for application in automotive and industrial gearboxes, as well as manual transmissions, where API GL-1 straight mineral, non-EP lubricant in SAE viscosity grades 140 is recommended.",AL/TF-0025,aminoltm-transmission-140-gl-1,GL-1,Not available,Not available,Not available,Not available,Not available,,,2025-05-24 08:25:00.386+00,,7,30,"",Aminol™ Transmission 140 GL-1 is recommended for many types of automotive and industrial equipment where the equipment suppliers recommend the use of a straight mineral oil in SAE viscosity grades 140.,"Optimal lubricant film formation via high-viscosity index base stocks
Enhanced rust protection for prolonged equipment life
Efficient antifoam properties for extended gear and bearing longevity"
148,Aminol™  ATF DX-IID,"Aminol™  ATF DX-IID is a high-performance automatic transmission oil engineered for use in vehicles equipped with torque converter and power shift transmissions. It has been designed to deliver seamless operation of automatic gearboxes, ensuring minimal wear, prolonged transmission service life, and improved fuel efficiency.",AL/TF-0006,aminoltm-atf-dx-iid,Not available,Not available,Not available,Not available,"Allison C4, Allison TES 389, GM Dexron IID, GM Dexron IIE, GM Dexron TASA (Typ A/Suffix A), Voith H55. 6335.XX (G 607), MAN 339 Typ. L1, MAN 339 Typ. L2,MAN 339 Typ. Z1, MAN 339 Typ. V1, DTFR 13C100 (MB 236.1), Volvo CE97340, Volvo CE97341, ZF TE-ML 03D , ZF TE-ML 05L, ZF TE-ML 21L, ZF TE-ML 09, ZF TE-ML 11A, ZF TE-ML 11B, ZF TE-ML  04D, ZF TE-ML 14A, ZF TE-ML 17C",Not available,,,2025-05-24 08:25:00.767+00,,5,14,"","Aminol™  ATF DX-IID can be used in most passenger cars, forklift trucks, and buses of European, American, or Japanese origin where Dexron II-D type ATF is recommended. It is also suitable for certain power steering systems, torque converters, change-gearboxes, fluid clutches, and non-complicated hydraulic systems.","Improved low-temperature fluidity
Outstanding thermal and oxidation stability
Excellent friction characteristics
Exceptional detergent-dispersant properties
Compatibility with all common seal materials"
166,Aminol™ Classic CS2 SAE 40 CF-4/SG,"Aminol™ Classic CS2 SAE 40 CF-4/SG is a premium monograde mineral engine oil designed for robust performance in heavy-load diesel-powered engines, both those equipped with a turbocharger and those without, especially when operating under demanding and challenging conditions.",AL/EO-0076,aminoltm-classic-cs2-sae-40-cf-4sg,CF-4/SG,Not available,Not available,Not available,Not available,"MB-227.0, MIL L-2104 E, MIL L-46152 E",,,2025-05-24 08:25:00.923+00,,1,18,"",Aminol™ Classic CS2 SAE 40 CF-4/SG is suitable for use in naturally aspirated and supercharged diesel engines operating under mild duty service conditions.,"Provides excellent oxidation stability and effective deposit control, ensuring consistent engine cleanliness and reliability.
Engineered to minimize wear and extend maintenance intervals.
Formulated to reduce oil consumption, thus managing costs effectively.
Its superior detergency effectively manages piston ring deposits and controls sludge buildup."
225,Aminol™ Premium PMG6 5W-30 SL/CF,"Aminol™ Premium PMG6 5W-30 SL/CF is a universal high-performance engine oil with particularly good dirt-suspending and cleaning power. It has been engineered to ensure the greatest lubricating film stability, ideal oil pressure and maximum wear protection even under critical conditions.",AL/EO-0041,aminoltm-premium-pmg6-5w-30-slcf,SL/CF,Not available,Not available,Not available,"MB 229.3 
VW 502.00/505.00 
Renault RN 0700/0710",Not available,,,2025-05-24 08:25:01.418+00,,1,14,"",Aminol™ Premium PMG6 5W-30 SL/CF is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends:  API SL/CF.,"Superior thermal and oxidation stability
Outstanding wear and deposit control
Excellent detergent/dispersant properties
Instant lubrication after cold start
Steadfast oil drain intervals
Favorable viscosity range
Confident corrosion protection"
17,Aminol™ Hydraulic  HLP 46,"Aminol™ Hydraulic Oil HLP 32 is a premium hydraulic fluid formulated from highly refined mineral oil, enriched with a precisely balanced additive system. Specifically designed to meet the demands of high-pressure and high-output hydraulic systems, it offers enhanced performance, including increased oil life, exceptional wear protection, and excellent control over deposits in various processes",AL/HF-0010,aminoltm-hydraulic-hlp-46,Not available,Not available,Not available,Not available,"DIN 51524 -2; ISO 11158 (HM); ISO 6743/4 (HM); GB 11118.1-2011; SAE - MS 1004; US STEEL 126/127; Bosch Rexroth RDE 90235; Denison HF-0/HF-1/HF-2; Eaton E-FDGN-TB002-E; Fives Cincinnati P70; ASTM D6158 (HM); JCMAS P041 HK; GM LS-2, SEB 181222",Not available,,,2025-05-24 08:24:59.644+00,,13,,"","Hydraulic systems critical to deposit build-up or where sludge and deposits form with conventional products
Hydraulic systems requiring a high load-carrying capability and anti-wear protection, and when thin oil-film corrosion protection is an asset
Where small amounts of water are unavoidable
Systems containing gears and bearings 
Machines employing a wide range of components using various metallurgy","Exceptional thermal and oxidation stability
Superior wear resistance
Enhanced corrosion protection
Controlled demulsibility
Excellent anti-foam properties
Neutral to seal materials"
50,Aminol™ Circulating Oil 46 AW,"Aminol™ Circulating Oil 46 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0002,aminoltm-circulating-oil-46-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:24:59.954+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
79,Aminol™ Gear Oil CLP 460,"Aminol™ Gear Oil CLP 460 is a premium quality industrial gear oil with outstanding extreme pressure characteristics, made of carefully selected base stocks and the latest sulfur phosphorus additives. Its special active substance combination offers excellent load carrying capacity and micro-pitting performance providing long component life even under shock loading conditions.",AL/GO-0007,aminoltm-gear-oil-clp-460,Not available,Not available,Not available,Not available,"AIST 224
David Brown S1.53.101(E)
AGMA 9005-E02
DIN51517-3 (CLP)",Not available,,,2025-05-24 08:25:00.158+00,,19,6,"","Aminol™ Gear Oil CLP 460 is recommended for industrial applications operating under heavy duty conditions such as heavy loading, slow speed, shock loads and in wide extremes of temperature. This includes, but is not limited to, enclosed industrial spur, bevel, herringbone, helical and epicyclic gears, chain drives, sprockets and most metal-on-metal systems requiring extreme-pressure lubricant.","Outstanding wear protection 
Exceptional sludge and deposit control
Low tendency to foam
Excellent anti-corrosion properties
High pressure-absorption capability
Extended equipment life
Better compatibility with seal materials"
111,Aminol™ Transmission 75W-90 LS GL-5,"Aminol is a synthetic extra high performance multi-functional gear lubricant designed with “limited slip” properties. It is formulated from synthetic base oils and an advanced additive system to assure excellent protection of the gears against metal-to-metal contact under the most severe conditions, including shock-loads.",AL/TF-0030,aminoltm-transmission-75w-90-ls-gl-5,GL-5,Not available,Not available,Not available,"MIL-L 2105D
MAN 342 Type M2
MACK GO-J
SAE J2360
ZF TE-ML 05C/21C
SCANIA STO 1:0",Not available,,,2025-05-24 08:25:00.432+00,,7,24,"","Aminol™ Transmission 75W-90 LS GL-5 is recommended for use in all types of synchronized manual transmissions (including heavy-duty), in differentials (including LS with excessive friction), steering equipment and other transmission parts where API GL-5 LS oil is required.","High thermo-oxidative stability
Exceptional load bearing characteristics 
Effective rust and corrosion protection
Outstanding low temperature fluidity 
Superior frictional properties 
Excellent limited slip performance"
